stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
95,0,260,18220942.08,-1,0.997881,59081760.64,,,0.997973,21660,0.998065,47006.54,0.998002,5.0497055,26,0_260_95
96,0,260,5093350.52,1,0.998377,17632357.65,,,0.998377,6050,0.998542,28863.27,0.998406,-1.0198355,26,0_260_96
97,0,260,0,0,0.99999,3780811.23,,,0.999885,191.8,1.000824,287.97,1.000261,-6.110072,26,0_260_97
98,0,260,151353.28,1,0.999014,1238407.79,,,0.998333,74156.85,0.999014,916428.36,0.998384,-11.489987,26,0_260_98
99,0,260,4244476.87,1,1.001815,5365808.58,,,1.001815,45677.58,1.00206,69411,1.001912,4.12941,26,0_260_99
100,0,260,0,0,1.003541,164517.4,,,1.0028,16254,1.003541,5394.89,1.003356,-3.8701296,26,0_260_100
101,0,260,1675810.29,1,1.000253,1589792.53,,,0.9983,153342,1.000539,81453.58,0.999764,-8.010268,26,0_260_101
103,0,260,894403.44,1,1.000906,5031168.4,,,1.000612,5964.75,1.001074,23870,1.000705,11.800528,26,0_260_103
104,0,260,2512038.07,1,0.999298,7881587.39,,,0.999085,126741.74,0.999298,86635.5,0.999212,-13.0701065,26,0_260_104
105,0,260,0,0,0.999955,13314568.36,,,0.999955,106248.78,1.000113,127213.92,1.000027,-12.429953,26,0_260_105
106,0,260,2061145,1,0.998484,4278107.48,,,0.99825,8778.69,0.998484,17050,0.998329,0.7402897,26,0_260_106
107,0,260,0,0,1.000453,2065365.03,,,0.999769,56115.6,1.000489,29190,1.000242,9.009838,26,0_260_107
108,0,260,0,0,0.997406,9754032.38,,,0.997328,2560.8,0.998418,6152.64,0.997648,-3.6901236,26,0_260_108
109,0,260,3163004.05,1,1.000339,9557308.23,,,1.000028,379604.42,1.000339,4561.04,1.000336,-10.359883,26,0_260_109
110,0,260,11962753.73,1,1.000587,19954319.41,,,1.000517,41109,1.000863,34028,1.000707,0.18954277,26,0_260_110
111,0,260,311023.21,-1,0.993771,861223.94,,,0.993771,3528.82,0.994594,19182.67,0.993899,2.9301643,26,0_260_111
112,0,260,24261459.91,-1,0.999576,265167770.11,,,0.999576,172197.48,0.999645,177740.97,0.99961,-5.310178,26,0_260_112
113,0,260,608805.69,-1,0.998512,6529763.18,,,0.998437,8844.44,0.998984,68380.8,0.9985,0.6198883,26,0_260_113
114,0,260,820017.78,-1,0.996776,1388223.44,,,0.996776,28594.98,0.997931,41490,0.997248,-5.990267,26,0_260_114
115,0,260,934682.47,1,0.999886,14133561.8,,,0.999602,492.52,1.000048,54201.4,0.999606,5.92947,26,0_260_115
116,0,260,2549119.04,-1,1.000032,3424781.84,,,1.000032,54914.34,1.000195,25165.53,1.000144,-15.249848,26,0_260_116
117,0,260,2057550.29,-1,0.998319,1467629.39,,,0.998319,24598.86,0.998949,348187.8,0.998361,-3.0201674,26,0_260_117
118,0,260,3158617.51,1,1.0002,8987731.18,,,0.999362,15735.8,1.000213,23623.8,0.999702,12.4800205,26,0_260_118
119,0,260,162956.42,1,1.002202,2237716.41,,,1.00103,27324,1.002239,22979.88,1.001687,7.790327,26,0_260_119
120,0,260,5876624.26,-1,0.999551,4729038.46,,,0.999551,127662.08,0.999832,115868.76,0.999698,-2.490282,26,0_260_120
121,0,260,299432.39,1,1.000138,30469080.24,,,0.999848,111861.12,1.000138,111376.85,0.999994,-14.700294,26,0_260_121
122,0,260,0,0,0.999391,5029652.86,,,0.999391,116654.72,0.99989,270640.2,0.999541,-11.399984,26,0_260_122
123,0,260,1775624.51,1,1.000692,12438521.47,,,1.000692,41339.65,1.000838,22415.52,1.000787,-8.130074,26,0_260_123
124,0,260,976255.08,-1,0.995338,2471749.93,,,0.994256,9337.04,0.995338,7360,0.994862,-4.1401386,26,0_260_124
125,0,260,2807233.42,-1,0.999357,2499569.26,,,0.999079,56882.48,1.002753,18010,1.001872,-11.7099285,26,0_260_125
126,0,260,5321001.82,1,0.997379,27661098.24,,,0.997379,58892.4,0.997508,55180,0.997446,-0.9697676,26,0_260_126
127,0,260,923026.19,1,1.001655,2480879.33,,,1.000651,121237.22,1.001739,81152.08,1.001303,4.6002865,26,0_260_127
128,0,260,1994563.29,1,0.997641,4110362.45,,,0.997641,29074.5,0.997796,258.48,0.997794,2.1505356,26,0_260_128
129,0,260,0,0,1.00079,151614.12,,,1.000066,207.25,1.001513,8717.1,1.000099,8.260012,26,0_260_129
130,0,260,12786691.76,1,0.999437,19256261.98,,,0.99952,186624.01,0.999687,16706.41,0.999673,-2.1100044,26,0_260_130
131,0,260,2178660.68,1,1.001562,4040205.8,,,1.001307,7455.6,1.001562,59817,1.001335,0.4005432,26,0_260_131
132,0,260,0,0,0.996573,28376554.71,,,0.996518,18073,0.997069,2712.45,0.996997,-3.6400557,26,0_260_132
133,0,260,1801817.45,1,1.001605,13639224.05,,,1.001069,18809.62,1.001746,990.65,1.001713,2.9599667,26,0_260_133
134,0,260,7331772.34,-1,0.999524,5382532.65,,,0.999524,68231,1.000227,158725.7,0.999735,8.46982,26,0_260_134
136,0,260,0,0,0.998486,4678885.17,,,0.998009,8369,0.998605,16748,0.998207,-9.959936,26,0_260_136
137,0,260,0,0,0.997525,11713969.26,,,0.997352,865.25,0.997698,138488,0.997354,4.5502186,26,0_260_137
138,0,260,123009.95,-1,0.996682,520363.24,,,0.996682,3739,0.998015,16286.4,0.996931,-27.880074,26,0_260_138
139,0,260,0,0,0.997472,4197284.54,,,0.997472,20676.5,0.997723,34363.44,0.997566,-2.449751,26,0_260_139
140,0,260,14999715.28,1,0.999407,38482279.25,,,0.99925,19427.94,0.99946,1143.06,0.999448,-1.1998415,26,0_260_140
141,0,260,2186222.34,-1,0.997182,48074315.07,,,0.997323,7080.5,0.997534,51698.6,0.997348,0.3194809,26,0_260_141
142,0,260,26290076.86,-1,0.999646,47177247.28,,,0.999625,19847.28,0.999914,48422,0.999709,-2.580285,26,0_260_142
143,0,260,18733.16,1,0.999148,1245419.06,,,0.999148,110784.8,0.999832,120488.67,0.999476,-4.130006,26,0_260_143
144,0,260,0,0,0.99903,14209470.66,,,0.998909,8637.3,0.999273,10121.67,0.999076,-9.340048,26,0_260_144
145,0,260,13192697.77,1,1.000101,9543357.14,,,0.999899,19840,1.000101,6151.64,1.000053,-17.390251,26,0_260_145
146,0,260,0,0,0.99918,2127370.78,,,0.99918,57120,0.999704,1143,0.999694,-10.430217,26,0_260_146
147,0,260,3391540.86,1,0.996358,4847152.65,,,0.995815,13333.18,0.996358,137441.5,0.995863,-16.530155,26,0_260_147
148,0,260,14988198.28,1,1.001315,13547683.37,,,1.001169,34599.6,1.001461,18334.89,1.00136,-22.10021,26,0_260_148
149,0,260,0,0,1.000667,5570123.42,,,1.000457,18996,1.000667,22990,1.000552,-5.75006,26,0_260_149
151,0,260,13840419.36,1,1.000638,66995077.89,,,1.000458,78531.36,1.000638,173177.34,1.000514,-32.74977,26,0_260_151
152,0,260,6133897.52,1,0.999015,5322874.43,,,0.998548,684.28,0.999102,34233,0.998559,-2.220273,26,0_260_152
154,0,260,0,0,0.999536,5720622.92,,,0.999536,39150.04,0.999856,39944.56,0.999694,-6.520152,26,0_260_154
155,0,260,0,0,1.000697,735197.27,,,1.000134,22914.7,1.000697,2666,1.000638,-2.2697449,26,0_260_155
157,0,260,239939.71,-1,1.000544,9742645.79,,,1.000513,33789,1.000917,643.86,1.00091,-12.189746,26,0_260_157
158,0,260,586623.05,-1,0.996783,2100101.68,,,0.996783,30613.14,0.997891,31530,0.997329,19.96994,26,0_260_158
159,0,260,1801818.86,-1,0.996203,2094155.88,,,0.996045,27294.26,0.996361,6291,0.996302,-3.0499697,26,0_260_159
160,0,260,6956489.12,1,1.000328,28754966.94,,,1.000264,69678.58,1.000392,15781.25,1.000369,-4.9501657,26,0_260_160
161,0,260,3540889.53,-1,0.998129,6364908.9,,,0.998129,27715,0.99846,8076.18,0.998386,6.740093,26,0_260_161
162,0,260,2273990.72,1,0.997752,9874834.99,,,0.997425,4579.5,0.997752,19973.16,0.997486,0.66041946,26,0_260_162
163,0,260,682242.5,1,0.999969,65407747,,,0.999946,2145.3,1.000132,18882.16,0.999965,-13.260245,26,0_260_163
164,0,260,3162581.97,-1,1.000745,5153081.39,,,1.000745,8315.73,1.000882,76894.57,1.000758,4.3296814,26,0_260_164
165,0,260,2324083.32,-1,0.999778,2496061.79,,,0.999778,46284.95,1.000412,120448.74,0.999954,1.0597706,26,0_260_165
166,0,260,4943127.99,-1,0.999838,20790841.26,,,0.999838,40161.78,1.000098,112026.77,0.999907,-10.929704,26,0_260_166
167,0,260,1299460.79,1,1.000219,3235207.41,,,1.000108,18196.92,1.000219,9054.65,1.000182,-1.8298626,26,0_260_167
168,0,260,6700819.78,-1,1.001526,235419475.74,,,1.001504,33288.2,1.001682,39952.92,1.001585,-2.0200014,26,0_260_168
169,0,260,0,0,0.999128,6701899.46,,,0.998804,11822.08,0.999318,36963,0.998928,-4.839897,26,0_260_169
170,0,260,941179.12,-1,1.00061,5963858.49,,,1.00061,44827.35,1.000742,15323.72,1.000709,-18.51976,26,0_260_170
171,0,260,1127659.64,1,1.000106,16414742.98,,,0.999718,25134.44,1.000106,21022.2,0.999929,-1.950264,26,0_260_171
172,0,260,298587.2,1,0.997945,474450,,,0.997471,31550,0.998103,8839.6,0.997965,2.3794174,26,0_260_172
173,0,260,0,0,0.999392,2490508.32,,,0.998617,10629.3,0.999443,2514.46,0.999285,-5.570054,26,0_260_173
174,0,260,494298.62,-1,0.997593,1651313.94,,,0.996976,6463,0.998056,6470,0.997516,-18.550158,26,0_260_174
175,0,260,86624339.5,1,1.000404,117086473.99,,,1.000274,2692.69,1.000408,13465.25,1.000296,5.1403046,26,0_260_175
176,0,260,6381784.68,-1,1.001483,10564208.47,,,1.001483,14517.15,1.00194,35027.94,1.001617,-2.9999018,26,0_260_176
177,0,260,0,0,0.998537,1376769.84,,,0.998006,33021.3,1.000481,16976,0.999642,9.069443,26,0_260_177
178,0,260,835849.04,1,1.003417,20438076.55,,,1.003284,378.94,1.00347,37901,1.003286,2.0503998,26,0_260_178
179,0,260,12273483.47,-1,0.997995,139946326.46,,,0.997938,35081,0.998138,17544,0.998071,6.7794323,26,0_260_179
180,0,260,806316.68,1,1.000472,3249130.9,,,0.999583,56260,1.000561,13290.34,1.000374,-20.909904,26,0_260_180
181,0,260,1271584,-1,1.000139,2737326,,,0.999781,37549.12,1.000437,4193.5,1.000372,-11.119843,26,0_260_181
182,0,260,837061.8,-1,0.998346,3578497.98,,,0.998129,128551.94,0.998346,37138.14,0.998297,-6.0397387,26,0_260_182
183,0,260,2377612,-1,0.999303,22940680.15,,,0.999441,12747.68,0.999648,26225.09,0.999509,-2.4199486,26,0_260_183
184,0,260,3289615.26,-1,0.999194,3218487.84,,,0.998746,1672.8,0.999104,892.48,0.99898,1.9598007,26,0_260_184
185,0,260,5494138.78,-1,0.999576,3865435.18,,,0.999576,6936.8,0.999876,53376,0.999611,-8.730292,26,0_260_185
186,0,260,985160.02,-1,0.999838,21448109.29,,,0.999838,15329.6,0.999974,40098.24,0.999876,-8.95977,26,0_260_186
187,0,260,8692034.06,-1,1.000985,11407377.99,,,1.000985,35121.36,1.001124,14971.84,1.001083,-5.0097704,26,0_260_187
188,0,260,744194.9,1,0.99909,3305693.36,,,0.998505,18936.6,0.999286,7683,0.99906,-3.6901236,26,0_260_188
189,0,260,0,0,1.001865,9358994.49,,,1.001865,266.73,1.001978,177.84,1.001933,-8.900166,26,0_260_189
190,0,260,3494210.96,-1,1.001001,13215880.09,,,1.000903,51049,1.001217,510.65,1.001214,2.0003319,26,0_260_190
191,0,260,371956587.72,1,1.002447,143680047.98,,,1.00232,36891.4,1.00256,2128.86,1.002547,-2.0700693,26,0_260_191
192,0,260,0,0,0.998204,4811804.98,,,0.998128,654.35,0.998357,1309,0.998204,-2.2500753,26,0_260_192
193,0,260,3341770.74,-1,0.999246,66806172.28,,,0.999283,41126.64,0.999394,99580.8,0.999315,10.399818,26,0_260_193
194,0,260,1631643.07,1,0.997133,1802063.5,,,0.996986,3390,0.99728,20346,0.997028,10.620356,26,0_260_194
195,0,260,1053397.56,1,0.999759,13264776.93,,,0.999759,15300.12,0.999872,8845,0.99983,-21.799803,26,0_260_195
196,0,260,0,0,0.999245,4984812.83,,,0.999245,6667,0.999395,47476.16,0.999263,-20.959972,26,0_260_196
197,0,260,963927.49,-1,0.999766,4200263.38,,,0.999766,22672,1.000048,42663.74,0.999864,-4.7397614,26,0_260_197
198,0,260,10226144.26,1,1.000459,34195558.63,,,1.000288,280656,1.000459,162632.88,1.000397,-4.4101477,26,0_260_198
0,0,270,2396184.69,1,0.999383,15737357.08,,,0.999276,9326,0.999383,41784.96,0.999296,-1.0597706,27,0_270_0
1,0,270,256627.89,-1,0.99925,2235793.87,,,0.999132,45738.07,0.999838,2722.4,0.999798,-0.41007996,27,0_270_1
2,0,270,612026.21,-1,0.99914,2236753.57,,,0.998929,40403.97,0.999982,43105.03,0.999439,7.4005127,27,0_270_2
3,0,270,5215221.1,-1,0.999311,26285811.69,,,0.999311,929.32,0.999483,37643.94,0.999315,-5.289912,27,0_270_3
4,0,270,5052119.93,1,0.99815,21784237.58,,,0.998081,21951.84,0.998426,288.94,0.998422,-0.25987625,27,0_270_4
5,0,270,506493.62,-1,1.000635,18148863.77,,,1.000594,491.08,1.00092,982.48,1.000703,10.570288,27,0_270_5
6,0,270,877591.36,1,0.999716,4701280.26,,,0.998981,48520.38,0.999716,9520.8,0.999595,2.5498867,27,0_270_6
7,0,270,4841739.83,1,0.998838,28416868.27,,,0.998153,227689.9,0.998885,1925.55,0.998879,-6.430149,27,0_270_7
8,0,270,2002237.69,-1,0.996648,13458161.01,,,0.996113,4321.68,0.99709,2162.96,0.996765,20.170212,27,0_270_8
9,0,270,2583129.15,-1,0.999031,7280364,,,0.999031,16772.19,0.999354,6376.73,0.999265,-9.149909,27,0_270_9
10,0,270,8986317.55,-1,1.00063,10865416.74,,,1.000524,38568.7,1.001109,4518,1.001047,-6.6000223,27,0_270_10
11,0,270,700318.88,-1,0.998436,2955387.95,,,0.998223,3517.65,0.999202,5164.28,0.99862,14.760494,27,0_270_11
12,0,270,11638349.52,1,1.000882,19526734.19,,,1.000756,239.23,1.001049,5264.6,1.000769,6.8199635,27,0_270_12
13,0,270,3896630.88,1,0.996951,10020798.42,,,0.996794,5072,0.99703,7990.29,0.996885,-1.1998415,27,0_270_13
14,0,270,1441476.27,1,1.000851,53003113.47,,,1.000592,617.7,1.000916,6796.9,1.000619,4.440546,27,0_270_14
15,0,270,4489230.04,1,0.999954,3083241.65,,,0.999609,145.16,0.999954,14521,0.999613,3.9196014,27,0_270_15
16,0,270,2302060.98,1,1.000896,4687084.06,,,1.000368,549.62,1.000896,10998.2,1.000393,8.779764,27,0_270_16
17,0,270,4091585.72,-1,0.997062,36860930.06,,,0.997062,71377.74,0.997554,12419.64,0.997481,1.7094612,27,0_270_17
18,0,270,262395.34,-1,0.999117,1868204.45,,,0.998934,10942,0.999664,27375,0.999143,-2.0897388,27,0_270_18
19,0,270,1758077.95,-1,0.999387,4648597.9,,,0.999274,35552,1.001129,1246.63,1.001067,5.0604343,27,0_270_19
20,0,270,2560942.49,1,0.99882,3796609.03,,,0.998583,30276,0.99888,109362.5,0.998647,-4.5102835,27,0_270_20
21,0,270,379122.21,-1,0.999126,2562311.36,,,0.999126,13088.3,0.999256,15400,0.999185,-8.590221,27,0_270_21
22,0,270,10032840.51,1,0.999998,8523470.51,,,0.999767,15330.79,0.999998,13032,0.999892,7.619858,27,0_270_22
23,0,270,16351629.14,1,1.000675,28150044.41,,,1.000461,5420.1,1.00105,18701,1.000594,-0.6699562,27,0_270_23
24,0,270,2907662.4,1,1.002563,3343248.14,,,1.002394,37703.98,1.002563,11896,1.002523,-11.770129,27,0_270_24
25,0,270,275225.29,-1,0.999458,11056233.04,,,0.999458,11261.17,0.999695,92009.12,0.999484,1.219511,27,0_270_25
26,0,270,117127.46,-1,0.99816,5730882.31,,,0.99816,100987.94,0.998872,491442.12,0.998282,-10.26988,27,0_270_26
27,0,270,1227293.65,-1,0.998252,9518455.28,,,0.9982,42655.08,0.998927,54992.08,0.998518,-6.3699484,27,0_270_27
28,0,270,2206555.94,-1,0.997629,3012759.06,,,0.997629,844.36,0.998018,7679,0.997667,1.8501282,27,0_270_28
29,0,270,18419665.62,1,1.000717,10131086.08,,,1.000367,60019,1.001184,24627.88,1.000947,-0.88989735,27,0_270_29
30,0,270,729927.96,1,1.000949,3357656.8,,,1.00078,35720.56,1.000949,7216.3,1.000921,-11.799932,27,0_270_30
31,0,270,90809.8,-1,0.997654,1740496.88,,,0.997654,169769.6,0.998545,98827.36,0.998218,-7.290244,27,0_270_31
32,0,270,2329016.84,1,0.999776,5927801.14,,,0.999527,8019,0.999901,10268.16,0.999691,-16.36982,27,0_270_32
33,0,270,417621.81,-1,0.997849,3904023.04,,,0.997776,20807.28,0.998214,136.95,0.998211,-15.52999,27,0_270_33
34,0,270,9827267.1,1,1.000565,14244521.61,,,1.000096,576.57,1.000911,57704,1.000104,7.699728,27,0_270_34
35,0,270,0,0,0.99951,8094944.63,,,0.999262,5800.8,0.99951,17890.24,0.999323,-5.519986,27,0_270_35
36,0,270,2231585.78,1,1.000681,4531426.95,,,1.000631,39239.48,1.000732,39836.55,1.000681,-4.580021,27,0_270_36
37,0,270,1608678.72,1,0.999767,17276857.68,,,0.999576,418.64,0.999767,8374.4,0.999585,-0.36001205,27,0_270_37
38,0,270,6288763.92,-1,1.000818,13701397.05,,,1.000818,67170.06,1.000939,90893,1.00087,-0.770092,27,0_270_38
39,0,270,0,0,1.000207,6582022.76,,,1.000207,7002.36,1.000464,61870.08,1.000233,-6.520152,27,0_270_39
40,0,270,4536606.19,1,0.998154,4400723.24,,,0.997923,8626,0.99827,30374.08,0.998,5.019903,27,0_270_40
41,0,270,4048665.02,-1,0.99959,93061606.39,,,0.99959,17712.9,0.999793,39370,0.999653,16.640425,27,0_270_41
42,0,270,104126.58,1,0.996977,2398248.8,,,0.994639,53775.9,0.997066,3549.44,0.996916,6.2704086,27,0_270_42
43,0,270,1214594.15,1,0.999818,2612688.15,,,0.999475,17467,0.999818,3844.06,0.999756,-4.709959,27,0_270_43
44,0,270,8556727.67,-1,0.99967,42838223.37,,,0.99915,4861.97,0.99967,130495.5,0.999169,1.180172,27,0_270_44
45,0,270,47903017.28,1,1.000033,326693262.36,,,1.000103,28489,1.000173,172370.55,1.000113,-5.0902367,27,0_270_45
46,0,270,0,0,1.001459,3020685.7,,,1.001418,483.84,1.002784,20349,1.001449,28.18942,27,0_270_46
47,0,270,0,0,1.000127,2685441.41,,,1.000127,10115.6,1.000998,11505,1.000535,-11.799932,27,0_270_47
48,0,270,0,0,0.998916,10288974.37,,,0.998916,37107.42,0.999258,24513.3,0.999122,-1.3899803,27,0_270_48
49,0,270,1132861.53,-1,0.999118,8364131.31,,,0.99884,118932,0.999118,183025.85,0.99895,-0.33020973,27,0_270_49
50,0,270,9351375.35,-1,0.996753,5844912.75,,,0.996567,48661.26,0.99731,26283.75,0.997049,-3.0702353,27,0_270_50
51,0,270,1516336.28,-1,1.001186,12140793.55,,,1.000877,1264.02,1.001376,421.55,1.001252,16.789436,27,0_270_51
52,0,270,699790.32,-1,0.998863,8521411.29,,,0.998863,1548.82,0.99903,10128.6,0.998885,-13.689995,27,0_270_52
53,0,270,456294.75,1,0.999775,25846548.71,,,0.999629,7543.8,0.999775,38410.4,0.999653,-3.9100647,27,0_270_53
54,0,270,7555761.76,-1,0.999752,10967930.1,,,0.999613,34160.14,1.000135,70940.87,0.999783,1.1205673,27,0_270_54
55,0,270,5825437.67,-1,0.999816,5803486.9,,,0.999816,22001.46,0.999999,37989.56,0.999883,-13.430119,27,0_270_55
56,0,270,0,0,1.000336,9488667.4,,,1.000071,166622.1,1.000442,94385,1.000308,16.659498,27,0_270_56
57,0,270,4089856.41,1,1.001143,11794303.67,,,1.000463,2031.99,1.001394,8135.52,1.000649,-3.0499697,27,0_270_57
58,0,270,13471022.72,-1,0.999429,19871624.96,,,0.99941,525.45,0.999753,9461.34,0.999428,23.390055,27,0_270_58
59,0,270,0,0,0.99986,5954428.65,,,0.999487,113654.32,0.99986,214.32,0.999859,7.1895123,27,0_270_59
60,0,270,711351.83,-1,0.999761,10822275.78,,,0.999643,10636.08,1.000275,6335,1.000039,7.7295303,27,0_270_60
61,0,270,0,0,0.998371,5125575.35,,,0.998371,89936,0.998727,33612,0.99863,-14.439821,27,0_270_61
62,0,270,414224.19,-1,0.999113,3994499.46,,,0.999072,8915.76,1.000081,24791,0.999339,2.449751,27,0_270_62
63,0,270,217551.78,-1,0.998148,4041603.59,,,0.998148,16915.4,0.998344,79242.8,0.998183,2.2995472,27,0_270_63
64,0,270,2358143.89,1,0.999347,9546880.68,,,0.997556,11977.5,0.999368,213106.68,0.997653,3.3402443,27,0_270_64
65,0,270,3273331.64,-1,1.000047,10516093.33,,,1.000047,80733.34,1.00026,99797.66,1.000142,-12.4800205,27,0_270_65
66,0,270,3062422.04,-1,0.9993,5258279.61,,,0.9993,17888,0.999635,9125.94,0.999522,-13.920069,27,0_270_66
67,0,270,18540631.11,1,1.003247,22123793.67,,,1.002985,59667.7,1.003276,172500,1.00306,19.949675,27,0_270_67
68,0,270,0,0,1.000389,7124593.64,,,1.000212,68479.95,1.000389,102115.42,1.000283,-5.26011,27,0_270_68
70,0,270,489746.43,1,1.003533,3073751.3,,,1.002884,13492.02,1.003533,123.86,1.003527,-9.819865,27,0_270_70
71,0,270,88395300,-1,0.9981,15964354.88,,,0.997489,4898.52,0.99854,14711.04,0.997752,-2.8598309,27,0_270_71
72,0,270,813805.75,1,0.998361,23526033.57,,,0.998182,10551.87,0.998301,8375.5,0.998249,-10.660291,27,0_270_72
73,0,270,2336039.8,1,1.000239,3859193.65,,,0.999833,125269.76,1.000239,37936.35,1.000145,-3.8599968,27,0_270_73
74,0,270,28703.38,-1,0.999725,10769366.94,,,0.999768,699.92,1.000068,4200.78,0.999811,-25.370121,27,0_270_74
75,0,270,4221852.67,1,0.999403,6968903.25,,,0.999267,3233.78,0.999403,14701,0.999292,5.1903725,27,0_270_75
76,0,270,0,0,1.000119,3347617.51,,,0.999818,37763.56,1.000119,25914.2,0.999996,-9.599924,27,0_270_76
77,0,270,11131077,1,1.000179,9585105.12,,,1.000078,1191.9,1.00038,59613,1.000084,-4.609823,27,0_270_77
80,0,270,473818.01,1,1.0006,980564.78,,,0.999926,36307.92,1.0006,18700.5,1.000371,11.889935,27,0_270_80
81,0,270,17838471.21,1,1.002241,8017972.21,,,1.001916,3078.2,1.002762,30808,1.001993,16.41035,27,0_270_81
82,0,270,0,0,0.994414,837287.87,,,0.994414,8957.76,0.995082,28112.32,0.994575,15.809536,27,0_270_82
83,0,270,44294972.83,-1,0.998982,85281952.77,,,0.998796,37492,0.998982,336526.74,0.998814,0.8404255,27,0_270_83
84,0,270,56655693,-1,1.000157,76136928.99,,,0.999877,590514.04,1.000253,8129.4,1.000248,13.959408,27,0_270_84
85,0,270,1384048.1,1,0.994092,2101233.53,,,0.993628,34333.62,0.994208,44120.05,0.993882,0.079870224,27,0_270_85
86,0,270,0,0,1.011856,2335703.84,,,1.010948,15241.8,1.012839,13395,1.011955,-59.54027,27,0_270_86
87,0,270,455981.36,-1,0.99599,4799942.05,,,0.99599,12288.24,0.99669,43949.96,0.996143,23.44966,27,0_270_87
88,0,270,2611950.34,-1,1.000141,33927058.77,,,1.000102,74090.88,1.000277,4116.88,1.000268,5.8805943,27,0_270_88
89,0,270,0,0,0.998701,5997002.89,,,0.997878,12850.38,0.998701,5823.84,0.998444,-11.460185,27,0_270_89
90,0,270,0,0,0.99854,5030466.5,,,0.99854,16098.42,0.998975,206.48,0.998969,-7.1299076,27,0_270_90
91,0,270,7579805.45,1,1.0005,13086662.78,,,1.000228,36520.48,1.000703,29466,1.000491,8.670092,27,0_270_91
92,0,270,108788.73,1,0.994556,3933032.71,,,0.992306,75566.19,0.995009,20375.68,0.994436,-2.9599667,27,0_270_92
93,0,270,127793.04,-1,0.997911,3661555.21,,,0.997911,4646.7,0.998104,15595.28,0.997956,-5.570054,27,0_270_93
94,0,270,97057.59,-1,0.997781,1264603.3,,,0.997781,3051.75,0.998271,20355,0.997845,16.959906,27,0_270_94
95,0,270,17972431.28,-1,0.997696,59285561.2,,,0.997604,64956,0.997696,75789,0.997647,3.4797192,27,0_270_95
96,0,270,5027601.32,1,0.998212,17699015.82,,,0.998047,30240,0.998212,6049,0.998185,-2.2000074,27,0_270_96
97,0,270,0,0,0.99999,3780811.23,,,0.99999,9591,1.000615,479.85,1.000585,-7.150173,27,0_270_97
98,0,270,165548.16,1,0.998333,1244785.2,,,0.997653,163957.44,0.998333,183712.41,0.997974,-7.200241,27,0_270_98
99,0,270,4243458.21,1,1.00206,5366827.23,,,1.00206,63327.33,1.002305,46312.56,1.002202,-1.72019,27,0_270_99
100,0,270,0,0,1.003911,164517.4,,,1.00317,13550,1.003911,2712,1.003787,-23.120045,27,0_270_100
101,0,270,1675810.29,1,1.000266,1589792.53,,,0.998339,76674,1.000539,81453.58,0.999407,-3.489852,27,0_270_101
103,0,270,894403.44,1,1.001074,5031168.4,,,1.000738,5965.5,1.001074,42249.9,1.00078,12.92944,27,0_270_103
104,0,270,2512038.07,1,0.999298,7881587.39,,,0.999085,101646.22,0.999298,100590.84,0.999192,-12.469888,27,0_270_104
105,0,270,0,0,0.999955,13314568.36,,,0.999955,201453.78,1.000113,51101.4,1.000081,-12.800097,27,0_270_105
106,0,270,2061913.42,1,0.998367,4278107.48,,,0.998133,20623.24,0.998367,2727.68,0.998339,-3.1799078,27,0_270_106
107,0,270,0,0,1.000021,2065365.03,,,0.999805,555.62,1.000057,33901.36,0.999809,8.699894,27,0_270_107
108,0,270,0,0,0.997172,9754032.38,,,0.997172,86285.48,0.997834,25364.79,0.997684,-1.4799833,27,0_270_108
109,0,270,3154366.7,1,1.000339,9583252.39,,,1.000028,246572.69,1.000339,61863.12,1.000277,-9.999871,27,0_270_109
110,0,270,12244436.24,1,1.000448,20031720.61,,,1.000379,27353.97,1.000448,14474,1.000424,1.4400482,27,0_270_110
111,0,270,289133.87,-1,0.993771,883113.28,,,0.99336,9301.6,0.994183,14508,0.993682,-11.119843,27,0_270_111
112,0,270,14287533.93,-1,0.999576,275174460.99,,,0.999645,165513.09,0.999713,113115.66,0.999685,-5.900264,27,0_270_112
113,0,270,723158.09,-1,0.998537,6529763.18,,,0.998462,804.06,0.998984,108604.8,0.998466,2.5498867,27,0_270_113
114,0,270,683232.66,-1,0.996776,1525008.56,,,0.996776,28594.98,0.997714,82962,0.997017,-5.7798624,27,0_270_114
115,0,270,934682.47,1,1.000008,14133561.8,,,0.999602,492.52,1.000048,112837.46,0.999604,5.9604645,27,0_270_115
116,0,270,1718818.81,-1,1.000032,4255082.07,,,1.000032,110012.34,1.000195,25165.53,1.000165,-13.179779,27,0_270_116
117,0,270,2057550.29,-1,0.998319,1467629.39,,,0.998319,27215.76,0.998949,394210.8,0.99836,-2.989769,27,0_270_117
118,0,270,3160192.1,1,1.000098,9014499.12,,,0.999514,15738.2,1.000181,157487,0.999575,13.380051,27,0_270_118
119,0,270,162956.42,1,1.002202,2237716.41,,,1.001067,3279,1.002239,27357,1.001192,9.529591,27,0_270_119
120,0,270,5870316.69,-1,0.999551,4735346.03,,,0.999551,154768.9,0.999832,116545.73,0.999711,-2.5999546,27,0_270_120
